"","X","X.2","X.1","year","date","day","block","plot","species","id","person","HHMMSS","Photo","Cond","Ci","wueg","wuet","Trmmol","X.Blue","LeafAbs","PhiCO2","VpdL","CTleaf","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","PARabs","Fv.","qP_Fo","Fo.","Fm.","Fs","Fv..Fm.","PhiPS2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","sp","drawdown","cica","day2","time"
"503",503,503,503,2010,"sep","9/16/2010",4,12,3,NA,"t","11:58:07",24.38273967,0.321578318,258.3157372,75.8220884468959,77.5749809981741,3.143119085,8.302519798,0.87415126,0.014338811,0.970219967,25.04623413,24.75522995,25.04623413,24.94257545,405.5301514,388.4338989,20.43499565,22.48654938,64.33084106,70.78929138,299.5233459,2025.064087,918.4868774,98.64709473,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.49761673,0.003143119,298.1962341,297.9052299,324.0102467,0.727813094,3.188452734,32.32181082,9.835261442,24.90073204,3.160908005,0.310818833,2.218232767,0.942675238,0.195200615,25.482097,0.665018522,69.76023635,384.8905521,0.044192971,1770.212323,531.0328979,"0.228385086",467.4196777,998.4525757,770.4208984,0.531855905,"0.228385086","0.429411583","2.136094442",NA,2025.064087,NA,202.1450467,"ALINT",130.1181617,0.665018521636552,"9/16/2010",2010-09-16
"504",504,504,504,2010,"sep","9/16/2010",4,13,7,NA,"b","11:45:16",23.26681609,0.330261714,262.1660789,70.4496316215448,78.7363109342376,2.955030058,9.96741581,0.874983708,0.013778515,0.887514586,24.8932476,24.41790199,24.8932476,24.95254326,399.3544312,383.0760193,21.13943291,23.06549644,67.8042984,73.98210907,299.7690125,2012.845459,0.087130509,98.50133514,2.136426449,-1.003355622,0.25,-1.355140209,7.355140209,1.498845062,0.00295503,298.0432476,297.567902,322.0552662,0.744853213,3.159496781,32.07567468,9.010178233,24.6555748,3.114967944,0.318923563,2.271982196,0.842985749,0.200315796,25.8237088,0.684370897,72.10490327,379.6948406,0.044184206,1761.206983,793.9161377,"0.264558087",726.3251953,1520.241333,1118.049194,0.522230333,"0.264558087","0.506592724","2.093058788",NA,2012.845459,NA,232.970775,"CEOC",120.9099404,0.684370896875925,"9/16/2010",2010-09-16
"505",505,505,505,2010,"sep","9/16/2010",4,13,7,NA,"t","11:53:11",13.25788887,0.145104908,236.1441599,91.3676115628012,72.1202983514134,1.838302405,8.302519798,0.87415126,0.008106948,1.234311481,25.78857613,24.55690002,25.78857613,24.94114304,400.0553894,390.7258606,20.06655121,21.26757813,63.92362213,67.74959564,299.6112976,2011.922485,724.0976563,98.64605713,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.498056488,0.001838302,298.9385761,297.7069,321.9075905,0.906054718,3.332274208,33.7801054,12.51252728,25.17273808,3.212571182,0.142873236,2.097962727,1.114608455,0.089493628,23.29469029,0.604372998,62.49632269,388.7991986,0.021310983,1758.724575,596.3106689,"0.180211467",454.6044922,1050.915161,861.5281982,0.567420369,"0.180211467","0.317597811","2.311713103",NA,2011.922485,NA,158.4711679,"CEOC",154.5817007,0.604372998340515,"9/16/2010",2010-09-16
"506",506,506,506,2010,"sep","9/16/2010",4,14,18,NA,"b","11:40:03",24.62785898,0.347655018,260.5190519,70.8399352947064,80.908072423455,3.043931448,9.96741581,0.874983708,0.01453931,0.86996674,24.91666031,24.56288528,24.91666031,24.93755913,399.3517761,382.140686,21.30345535,23.28745079,67.74306488,74.05198669,299.7029114,2014.505981,0.347638816,98.50569153,0.095533013,-0.995571733,0.5,-1.355140209,7.355140209,1.498514557,0.003043931,298.0666603,297.7128853,322.3209498,0.735752361,3.163913184,32.11909012,8.831639334,24.7397728,3.130679586,0.335113842,2.293946444,0.836733142,0.210537913,25.66260936,0.681735972,72.74017078,378.561718,0.04732213,1762.659913,796.6324463,"0.225399867",737.791748,1534.424194,1188.565186,0.519173544,"0.225399867","0.434151296","2.079752448",NA,2014.505981,NA,198.6516547,"ROPS",121.6216341,0.681735971709644,"9/16/2010",2010-09-16
"507",507,507,507,2010,"sep","9/16/2010",4,14,18,NA,"t","11:49:06",24.82196001,0.483501457,290.9629452,51.3379218420845,54.2921061092826,4.571928335,8.302519798,0.87415126,0.014644975,0.953674426,25.40063095,24.52751732,25.40063095,24.94139481,399.819458,382.0825195,20.36281013,23.34371185,64.98101807,74.49355316,299.5873718,2017.037598,412.7871094,98.64531708,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.497936859,0.004571928,298.550631,297.6775173,322.7260084,0.444165063,3.256422284,33.01142295,9.667711092,24.96407413,3.172873512,0.45958164,2.302747858,0.870125655,0.289295884,28.70213199,0.7615186,71.35575481,378.4753443,0.046798021,1763.195957,608.3343506,"0.245313955",557.2553711,1165.589722,879.6542969,0.521911217,"0.245313955","0.470030049","2.091661709",NA,2017.037598,NA,216.2682871,"ROPS",91.1195743,0.761518599648995,"9/16/2010",2010-09-16
"508",508,508,508,2010,"sep","9/16/2010",4,15,12,NA,"b","11:36:20",17.67954003,0.174663913,217.0840086,101.220336395418,86.2853906443314,2.048960695,9.96741581,0.874983708,0.010580597,1.143602019,26.05466461,24.4482193,26.05466461,24.9374733,399.7402344,387.4081421,21.42036057,22.75704193,68.58039093,72.85997009,299.5975647,2017.69751,0.274585336,98.50078583,0.012220025,-0.978830934,0.75,-1.355140209,7.355140209,1.497987823,0.002048961,299.2046646,297.5982193,322.8315943,0.855328503,3.385188532,34.36712209,11.61008016,25.25144196,3.227656678,0.171440514,2.241586513,0.986070164,0.107435335,21.38294544,0.560349629,65.86599275,384.8389172,0.030258906,1765.452449,794.2099609,"0.192447206",753.6799316,1547.889893,1250.002808,0.513092026,"0.192447206","0.375073469","2.053776182",NA,2017.69751,NA,169.8781955,"LIST2",170.3241335,0.560349628748807,"9/16/2010",2010-09-16
"509",509,509,509,2010,"sep","9/16/2010",4,15,12,NA,"t","11:44:01",15.01693528,0.108568273,162.172961,138.317897715846,90.5400427831732,1.658596265,8.302519798,0.87415126,0.009088931,1.479862844,27.22852707,24.4808197,27.22852707,24.94188499,403.0049744,392.5435791,20.68956947,21.77288818,66.203125,69.66956329,299.5395203,2015.951172,685.0922241,98.63728333,3.027546644,2.169028997,0.5,-1.355140209,7.355140209,1.497697601,0.001658596,300.3785271,297.6308197,322.5521803,0.86954441,3.627481385,36.77596607,15.00307788,25.85467339,3.345350396,0.107314101,2.147618541,1.197731856,0.067182876,15.9963003,0.413133648,58.45931393,390.361289,0.022488903,1762.246257,838.4578857,"0.178566688",690.7915039,1529.24939,1256.176392,0.548280674,"0.178566688","0.325684811","2.213764039",NA,2015.951172,NA,157.3392384,"LIST2",230.3706181,0.413133648426552,"9/16/2010",2010-09-16
"510",510,510,510,2010,"sep","9/16/2010",4,16,21,NA,"b","11:32:16",12.81329081,0.197029863,279.9406541,65.0322271705584,69.2791937886419,1.849514708,9.96741581,0.874983708,0.007824702,0.918715807,24.68959808,24.25268745,24.68959808,24.94309807,400.0470886,391.0119324,21.15432739,22.36121368,68.52658081,72.43611908,299.6400452,2017.573486,0.301982492,98.50058746,0.233197808,-0.973169923,0.25,-1.355140209,7.355140209,1.498200226,0.001849515,297.8395981,297.4026875,322.8117506,0.944643642,3.121308491,31.68822209,9.327008402,24.47114277,3.080792897,0.192937759,2.202592684,0.878200213,0.120947191,27.57431888,0.715938903,70.37708028,389.1498802,0.023172614,1765.34393,786.7884521,"0.151944986",701.5986328,1488.387085,1262.234131,0.528618167,"0.151944986","0.28743807","2.121422442",NA,2017.573486,NA,134.117579,"QUCO2",111.0712783,0.715938903403143,"9/16/2010",2010-09-16
"511",511,511,511,2010,"sep","9/16/2010",4,16,21,NA,"t","11:37:45",18.59659656,0.215508436,244.3161199,86.2917336563103,87.6992767729814,2.120495911,8.302519798,0.87415126,0.011107255,0.966603255,24.63862991,24.47922134,24.63862991,24.93833923,403.1891479,390.2194519,20.36318398,21.74827385,65.16560364,69.59812164,299.5298462,2018.307495,615.5565186,98.63822174,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.497649231,0.002120496,297.7886299,297.6292213,322.929192,0.909955355,3.111814313,31.54775358,9.799479734,24.55892563,3.097017868,0.210622295,2.145211058,0.951806809,0.132069373,24.09890761,0.626099285,68.81076484,387.5169586,0.033021678,1764.30604,599.1561279,"0.195647157",559.7319336,1158.888062,932.1549072,0.517009492,"0.195647157","0.378420822","2.070434063",NA,2018.307495,NA,172.5907302,"QUCO2",145.903332,0.626099285185327,"9/16/2010",2010-09-16
"512",512,512,512,2010,"sep","9/16/2010",4,18,16,NA,"b","11:28:51",18.30507826,0.231806078,251.6276271,78.9672057692982,73.9698943615017,2.474666429,9.96741581,0.874983708,0.010947191,1.047427138,25.58778381,24.34113121,25.58778381,24.9542141,399.0935669,386.2387695,21.18318748,22.79713821,68.25320435,73.45343018,299.6685181,2015.435547,0.201321885,98.49469757,0.305921197,-0.966103196,0.25,-1.355140209,7.355140209,1.49834259,0.002474666,298.7377838,297.4911312,322.4696803,0.795670001,3.292824372,33.43148873,10.63435052,24.96445751,3.172946054,0.226162649,2.245397234,0.92754882,0.141848076,24.78398703,0.651482054,68.06726397,383.5786402,0.03248295,1763.473268,827.3602295,"0.223567596",678.6728516,1506.033081,1169.332886,0.549363915,"0.223567596","0.406957191","2.219085495",NA,2015.435547,NA,197.1277395,"PRSE2",134.6111424,0.651482054548126,"9/16/2010",2010-09-16
"513",513,513,513,2010,"sep","9/16/2010",4,18,16,NA,"t","11:33:22",16.41706139,0.177575937,231.7117619,92.4509348921527,68.5745444740828,2.394045802,8.302519798,0.87415126,0.009880077,1.316816576,26.36079025,24.43801117,26.36079025,24.93844032,400.4388123,388.8570251,20.03363419,21.59741592,64.26403046,69.2803421,299.5738525,2016.638062,480.1932983,98.63006592,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.497869263,0.002394046,299.5107903,297.5880112,322.6620826,0.779135471,3.446971132,34.94848249,13.35106657,25.39940071,3.256184164,0.174245185,2.130154556,1.126029608,0.109197669,22.85374635,0.595879068,61.4237492,386.4712661,0.02609243,1762.846702,568.9064941,"0.204456886",595.2856445,1164.192139,926.1650391,0.48867062,"0.204456886","0.418394063","1.955686567",NA,2016.638062,NA,180.2130738,"PRSE2",157.1452632,0.595879068509594,"9/16/2010",2010-09-16
"514",514,514,514,2010,"sep","9/16/2010",4,19,14,NA,"b","11:25:25",19.23185707,0.198155571,222.3097731,97.0543344955969,82.7154234960515,2.32506289,9.96741581,0.874983708,0.011473286,1.146419652,26.07235718,24.23152542,26.07235718,24.95021057,399.682251,386.2496948,21.25314522,22.76931763,68.91941071,73.83603668,299.7182617,2015.338257,0.503299057,98.47959137,0.271344781,-0.970574021,0.25,-1.355140209,7.355140209,1.498591309,0.002325063,299.2223572,297.3815254,322.4541139,0.794527064,3.388732747,34.4105078,11.64119018,25.1519413,3.208595284,0.194017064,2.242313096,0.966282188,0.121625815,21.89297561,0.575559738,65.90133809,383.4548842,0.033052262,1763.388141,573.2072754,"0.190676608",647.4785156,1220.685791,987.9295654,0.469578068,"0.190676608","0.406059441","1.885291576",NA,2015.338257,NA,168.1184343,"MAPO",163.9399217,0.575559737892122,"9/16/2010",2010-09-16
"515",515,515,515,2010,"sep","9/16/2010",4,19,14,NA,"t","11:28:48",16.81990756,0.211612871,252.514867,79.4843313665925,70.4917119815195,2.386082589,8.302519798,0.87415126,0.010114374,1.106407954,25.29406166,24.37870026,25.29406166,24.94384956,399.9087524,388.0613708,20.0337162,21.59230232,64.48670197,69.50364685,299.5742798,2015.486206,596.8587036,98.62049866,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.497871399,0.002386083,298.4440617,297.5287003,322.4777858,0.826594746,3.235851577,32.81114596,11.21884364,24.83638096,3.148792297,0.206899847,2.129443622,1.019348675,0.129727739,24.9031421,0.650708589,65.63455322,385.6170694,0.028628585,1761.839806,738.4576416,"0.212254575",652.7021484,1391.15979,1095.879761,0.530821583,"0.212254575","0.399860483","2.131385339",NA,2015.486206,NA,186.9792792,"MAPO",135.5465038,0.650708588900341,"9/16/2010",2010-09-16
"516",516,516,516,2010,"sep","9/16/2010",4,20,1,NA,"t","11:25:22",12.41711281,0.082464209,140.986559,150.575782640442,87.7809293651652,1.414556597,8.302519798,0.87415126,0.00761604,1.656267562,27.73574829,24.51015091,27.73574829,24.94293785,399.756134,391.0962219,20.17286301,21.09739494,64.42150879,67.37397766,299.5490112,2015.316406,432.2703857,98.61426544,3.027546644,2.169028997,0.75,-1.355140209,7.355140209,1.497745056,0.001414557,300.8857483,297.6601509,322.4506178,0.889519821,3.736771667,37.89281044,16.7954155,26.1229496,3.398885426,0.081738621,2.080504105,1.318381321,0.051151336,13.90328595,0.360490721,54.73130117,389.2917431,0.017457466,1761.691376,345.5814209,"0.166278435",567.0407715,912.6221924,760.8728027,0.378668658,"0.166278435","0.439113275","1.609447218",NA,2015.316406,NA,146.4656422,"ACRU",250.1096629,0.360490720966487,"9/16/2010",2010-09-16
"517",517,517,517,2010,"sep","9/16/2010",4,21,10,NA,"b","11:17:57",14.51015737,0.128511767,211.1280256,112.909173289945,106.554517869902,1.361759182,9.96741581,0.874983708,0.008740852,1.027523281,25.42511368,23.76757813,25.42511368,24.97290993,409.2049866,399.1573181,21.8128109,22.70108986,72.66979218,75.62911224,299.6459045,2027.974487,0.207927853,98.39355469,0.96226275,-1.010239244,0,-1.355140209,7.355140209,1.498229523,0.001361759,298.5751137,296.9175781,324.4759107,0.981427027,3.261164208,33.14408365,10.4429938,24.5963459,3.103956958,0.126758224,2.233640927,0.870316031,0.07937959,20.77363694,0.528934373,68.02935473,397.048674,0.024861351,1774.444636,740.588623,"0.154555831",662.1789551,1402.767578,1185.96167,0.527948204,"0.154555831","0.292748094","2.118411598",NA,2027.974487,NA,137.1253823,"COOB2",188.0292925,0.5289343725551,"9/16/2010",2010-09-16
"518",518,518,518,2010,"sep","9/16/2010",4,21,10,NA,"t","11:19:02",16.48973541,0.145297603,197.9680061,113.489383647988,74.9769946064804,2.199306101,8.302519798,0.87415126,0.009936108,1.47141419,27.19925499,24.47989273,27.19925499,24.93660927,400.7670593,389.1880798,20.36807442,21.8041935,65.15193939,69.74569702,299.6063538,2013.633057,420.023468,98.5978241,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.498031769,0.002199306,300.349255,297.6298927,322.1812819,0.774177335,3.621260224,36.72758763,14.92339413,25.83957386,3.342359276,0.143060046,2.149846035,1.192513241,0.089610903,19.51921464,0.508669243,58.7869435,386.7917596,0.025062094,1760.219873,396.8422852,"0.195793728",532.7822266,929.6245117,747.6098633,0.42688449,"0.195793728","0.458657394","1.744848956",NA,2013.633057,NA,172.3200052,"COOB2",191.2200737,0.508669243420132,"9/16/2010",2010-09-16
"519",519,519,519,2010,"sep","9/16/2010",5,1,10,NA,"b","13:32:29",9.792455621,0.102088832,233.3306341,95.9209291472744,130.011532423702,0.753198802,9.96741581,0.874983708,0.006109646,0.714516556,24.92369461,24.65101242,24.92369461,24.94522667,398.7064819,391.9737244,24.36473465,24.85494232,77.1450882,78.69721222,299.6599731,2018.851074,0.019802468,98.60109711,1.388989925,-0.975224137,0.25,-1.355140209,7.355140209,1.498299866,0.000753199,298.0736946,297.8010124,323.0161647,1.14604584,3.165241137,32.1014799,7.246537581,24.78735352,3.139588909,0.100979128,2.450724581,0.688864327,0.063210726,23.00665651,0.59527111,77.01702052,390.5506658,0.01931083,1766.461799,215.6156006,"0.118494192",430.9694824,646.585083,569.9685059,0.333468257,"0.118494192","0.355338746","1.50030364",NA,2018.851074,NA,104.657732,"COOB2",158.6430903,0.595271110218326,"9/16/2010",2010-09-16
"520",520,520,520,2010,"sep","9/16/2010",5,1,10,NA,"t","13:33:04",15.04448892,0.094714967,126.9604557,158.839615284879,111.962153497178,1.34371151,8.302519798,0.87415126,0.009141346,1.373844277,27.1978035,24.57917976,27.1978035,24.93350983,399.6242981,389.2322083,21.86842346,22.7450161,69.67632294,72.46929932,299.6029663,2007.840332,339.5244751,98.79560852,3.027546644,2.169028997,0.5,-1.355140209,7.355140209,1.498014832,0.001343712,300.3478035,297.7291798,321.2544459,0.925724254,3.620951983,36.65094064,13.90592454,25.88849163,3.352058061,0.09375903,2.247107706,1.104950355,0.058684535,12.54313548,0.326181783,61.29186011,387.0459141,0.023824169,1755.156156,289.0718994,"0.208468582",454.6755371,743.7474365,588.6994629,0.38866944,"0.208468582","0.536364738","1.635776231",NA,2007.840332,NA,182.9474577,"COOB2",262.2717526,0.326181782988898,"9/16/2010",2010-09-16
"521",521,521,521,2010,"sep","9/16/2010",5,2,2,NA,"b","13:38:04",9.975849502,0.100737915,227.3362826,99.0277543663674,96.200982680476,1.036980361,9.96741581,0.874983708,0.006226522,0.996278283,25.91834641,24.54201889,25.91834641,24.93650055,399.3326721,392.4028625,23.27557564,23.95111465,74.18173981,76.33475494,299.6550903,2014.617676,0.034653388,98.60547638,0.889142513,-0.954966187,0.25,-1.355140209,7.355140209,1.498275452,0.00103698,299.0683464,297.6920189,322.3388209,1.042273784,3.357989353,34.0547957,10.10368105,25.23018265,3.22357573,0.09965723,2.36171107,0.86186466,0.062381968,22.41660244,0.579344098,69.77270435,390.9531528,0.017803719,1762.757644,595.9222412,"0.140709819",731.6572266,1327.579468,1140.776001,0.448878772,"0.140709819","0.313469533","1.81448282",NA,2014.617676,NA,124.0186546,"ACSA2",165.0665799,0.579344098439139,"9/16/2010",2010-09-16
"522",522,522,522,2010,"sep","9/16/2010",5,2,2,NA,"t","13:40:30",14.68160107,0.143578064,217.4986551,102.255182031149,76.1833258178825,1.92714142,8.302519798,0.87415126,0.008913658,1.308550835,26.44019318,24.61091614,26.44019318,24.92785645,400.1834717,389.8803406,20.54566193,21.80418015,65.35127258,69.35434723,299.5779724,2012.55542,259.2029114,98.81616211,3.027546644,2.169028997,0.25,-1.355140209,7.355140209,1.497889862,0.001927141,299.5901932,297.7609161,322.00886,0.862926617,3.463156235,35.04645557,13.24227542,25.52555466,3.280681266,0.141392756,2.1546054,1.126075866,0.088564244,21.49238236,0.557860021,61.70153286,387.7467819,0.0233626,1759.277856,564.2475586,"0.179025989",626.2929688,1190.540527,977.402832,0.473942336,"0.179025989","0.377737913","1.90093229",NA,2012.55542,NA,157.478229,"ACSA2",172.3816855,0.557860021270331,"9/16/2010",2010-09-16
"523",523,523,523,2010,"sep","9/16/2010",5,3,14,NA,"b","9:45:57",24.13163076,0.305466697,248.4974164,78.999219872404,88.9778553398223,2.712094162,9.96741581,0.874983708,0.014116857,0.887942364,24.37451363,24.33063889,24.37451363,24.94583893,399.8125305,383.0671692,20.10726357,21.87209129,65.45292664,71.19777679,300.6270752,2034.617065,0.074809156,99.44528961,1.074293137,-0.982628286,0.25,-1.355140209,7.355140209,1.503135376,0.002712094,297.5245136,297.4806389,325.5387232,0.821438056,3.063018817,30.80104477,8.928953476,24.35257626,3.05899614,0.295742039,2.175076453,0.883919687,0.185688549,24.71189754,0.648704552,71.17459308,379.560314,0.04525128,1780.256784,535.234375,"0.263469284",618.3325195,1153.566895,849.6374512,0.463982087,"0.263469284","0.567843654","1.865609293",NA,2034.617065,NA,234.5214898,"MAPO",134.5697528,0.648704552047526,"9/16/2010",2010-09-16
"524",524,524,524,2010,"sep","9/16/2010",5,4,19,NA,"b","9:49:58",31.15043177,0.466077286,263.0488276,66.8353354812489,99.0489580289435,3.144952809,9.96741581,0.874983708,0.01796347,0.685943019,24.01449203,24.24749756,24.01449203,24.94446945,399.7062988,378.1894836,21.19954109,23.24335289,69.35918427,76.04598999,300.6004333,2045.48645,0.041255124,99.45379639,1.019849777,-1.00758028,0.25,-1.355140209,7.355140209,1.503002167,0.003144953,297.164492,297.3974976,327.2778247,0.764728694,2.997582705,30.1404553,6.897102413,24.1309948,3.018622715,0.443810726,2.311639686,0.70698303,0.279299815,26.16120454,0.695547706,77.61245942,373.6626427,0.064701721,1789.767319,592.3770752,"0.322474492",576.7451172,1169.122192,792.1101074,0.50668534,"0.322474492","0.636439357","2.027103754",NA,2045.48645,NA,288.5771534,"PODE3",115.140656,0.695547705599924,"9/16/2010",2010-09-16
"525",525,525,525,2010,"sep","9/16/2010",5,4,19,NA,"t","9:51:18",34.40101275,0.311895325,196.0448191,110.296660426058,117.925372405247,2.917185095,8.302519798,0.87415126,0.019930199,0.937753356,24.7707901,24.15425491,24.7707901,24.93668938,405.7380981,382.0426331,20.15627861,22.05965042,66.46131134,72.73731232,299.7662354,2031.970825,1423.908447,99.67209625,4.174827576,2.010561705,0.25,-1.355140209,7.355140209,1.498831177,0.002917185,297.9207901,297.3042549,325.1153248,0.757430918,3.136484956,31.46803443,9.408384006,24.46252251,3.079203622,0.301763832,2.1987316,0.880472021,0.18948721,19.54019808,0.513149063,70.27748849,377.0434114,0.064120383,1776.249857,763.2347412,"0.208503018",611.2600098,1374.494751,1087.908447,0.555283853,"0.208503018","0.375489071","2.248625346",NA,2031.970825,NA,185.1767279,"PODE3",185.997814,0.5131490627348,"9/16/2010",2010-09-16
"526",526,526,526,2010,"sep","9/16/2010",5,5,3,NA,"b","10:06:19",16.3674305,0.176981066,233.9984455,92.4812516385227,112.586339489065,1.453767348,9.96741581,0.874983708,0.009719758,0.809378962,24.94562721,24.39642906,24.94562721,24.94696808,399.8055725,388.539917,22.78483391,23.72912598,73.8852005,76.94728851,300.5999451,2042.114746,0.049506783,99.45607758,1.186201096,-1.002220631,0.25,-1.355140209,7.355140209,1.502999725,0.001453767,298.0956272,297.5464291,326.7383521,1.024844581,3.169384756,31.8671803,8.138054326,24.67102814,3.117846417,0.173672385,2.360005794,0.757840623,0.108837733,23.27256755,0.602250722,74.22346924,386.1613704,0.031459581,1786.817133,365.7512817,"0.161759397",551.145752,916.8970337,768.5803223,0.398901151,"0.161759397","0.405512486","1.663619887",NA,2042.114746,NA,144.5172311,"ALINT",154.5414715,0.602250721899444,"9/16/2010",2010-09-16
"527",527,527,527,2010,"sep","9/16/2010",5,5,3,NA,"t","9:46:16",20.57562922,0.148727873,155.2405433,138.344136878768,115.424824525973,1.782599828,8.302519798,0.87415126,0.012175892,1.181155916,25.40416908,24.28806305,25.40416908,24.9418869,399.0686951,384.8754578,19.66490364,20.83008957,64.31582642,68.12667847,299.603363,2027.104248,202.3913422,99.66117859,4.174827576,2.010561705,0.25,-1.355140209,7.355140209,1.498016815,0.0017826,298.5541691,297.438063,324.3366724,0.931192773,3.257107192,32.68180487,11.85171531,24.84611607,3.150622566,0.146384269,2.075951277,1.07467129,0.091697879,15.47145551,0.403352669,63.32623806,381.8853676,0.034119589,1771.995732,373.2741089,"0.228704873",521.748291,895.0223999,690.326416,0.417055605,"0.228704873","0.548379807","1.715429481",NA,2027.104248,NA,202.6320291,"ALINT",229.6349145,0.403352669425522,"9/16/2010",2010-09-16
"528",528,528,528,2010,"sep","9/16/2010",5,5,3,NA,"t","10:06:29",10.74495768,0.068930081,134.5731323,155.881982497598,97.317730554265,1.104111388,8.302519798,0.87415126,0.006631202,1.560196509,27.8651638,24.37335777,27.8651638,24.93474579,399.8263855,392.3641357,21.40111732,22.12188721,69.64448547,71.99004364,299.5925293,2026.154663,1248.176514,99.67124176,2.452140808,2.302805662,0.5,-1.355140209,7.355140209,1.497962646,0.001104111,301.0151638,297.5233578,324.1847388,0.938772069,3.765112477,37.77531422,15.65342702,26.11926079,3.398144274,0.068422384,2.204915968,1.193228305,0.042809316,13.4130712,0.342980206,57.59705551,390.8026577,0.015836073,1771.165651,385.3363647,"0.148852247",495.0061035,880.3424683,749.3015137,0.437711889,"0.148852247","0.340069006","1.778447704",NA,2026.154663,NA,131.8209936,"ALINT",257.7910034,0.342980206536751,"9/16/2010",2010-09-16
"529",529,529,529,2010,"sep","9/16/2010",5,6,13,NA,"b","9:58:10",20.64083119,0.285760933,262.2615619,72.2311163156792,100.251547376663,2.058903604,9.96741581,0.874983708,0.012129537,0.718400207,24.4841423,24.24280739,24.4841423,24.94159889,398.9607544,384.7026672,22.43987846,23.77698326,73.44035339,77.81637573,300.6419678,2039.058716,0.009901251,99.45713806,0.912794113,-1.002531528,0.25,-1.355140209,7.355140209,1.503209839,0.002058904,297.6341423,297.3928074,326.2493872,0.930452123,3.083190914,31.00019741,7.223214149,24.36347485,3.060994048,0.277232973,2.364790707,0.696203341,0.17401713,26.08378437,0.681725354,76.75825676,381.7031018,0.041507502,1784.143156,391.1112061,"0.228706407",570.7497559,961.8609619,741.8771973,0.406619274,"0.228706407","0.562458353","1.685258648",NA,2039.058716,NA,204.0224854,"LITU",122.4411053,0.681725353787721,"9/16/2010",2010-09-16
"530",530,530,530,2010,"sep","9/16/2010",5,6,13,NA,"t","10:00:56",16.33891176,0.157127576,215.3443676,103.985004898185,86.5044208609193,1.888795063,8.302519798,0.87415126,0.009786894,1.1841354,26.13039017,24.45832253,26.13039017,24.93925476,401.4364014,390.0359802,21.00120544,22.23420906,68.00035858,71.99272919,299.5610352,2026.704224,1457.242065,99.67727661,1.958732605,2.285475492,0.25,-1.355140209,7.355140209,1.497805176,0.001888795,299.2803902,297.6083225,324.2726685,0.886240716,3.400380807,34.11390161,11.87969255,25.29435635,3.235908302,0.154514104,2.216245407,1.019662895,0.096802767,21.46494009,0.552114109,64.76282892,387.661578,0.027295822,1771.646051,341.2322388,"0.194974481",538.0009766,879.2332153,707.8051758,0.388102079,"0.194974481","0.502379377","1.634259516",NA,2026.704224,NA,172.7128843,"LITU",174.6916126,0.552114108779342,"9/16/2010",2010-09-16
"531",531,531,531,2010,"sep","9/16/2010",5,7,21,NA,"b","9:54:20",16.73841477,0.233700271,267.228145,71.6234290117704,88.314638667114,1.895315883,9.96741581,0.874983708,0.009911132,0.805284344,24.01977158,24.08864212,24.01977158,24.94862366,400.2687073,388.6410828,20.81956673,22.0528717,68.76851654,72.84220886,300.5775146,2045.462769,0.064358056,99.45412445,0.982923508,-0.972317219,0.25,-1.355140209,7.355140209,1.502887573,0.001895316,297.1697716,297.2386421,327.2740357,0.977665947,2.998533391,30.14991493,8.097043221,24.05420685,3.004740617,0.227965375,2.193249047,0.81149157,0.142982739,26.57694119,0.687596234,73.10099006,386.208624,0.031682221,1789.746598,556.7856445,"0.1788947",624.2956543,1181.081299,969.7921143,0.471420253,"0.1788947","0.379480302","1.891862118",NA,2045.462769,NA,160.0880903,"QUCO2",121.4129378,0.6875962342291,"9/16/2010",2010-09-16
"532",532,532,532,2010,"sep","9/16/2010",5,7,21,NA,"t","9:56:52",11.32440954,0.058151717,72.24447527,194.739039949586,128.432817231422,0.881737573,8.302519798,0.87415126,0.006948485,1.476771545,27.21080971,24.19018555,27.21080971,24.93549347,398.9421082,391.1481628,20.96333313,21.53956223,68.97518921,70.87114716,299.4452515,2029.034424,1374.609009,99.67441559,2.112632751,2.319916487,0.5,-1.355140209,7.355140209,1.497226257,0.000881738,300.3608097,297.3401855,324.6455006,1.00237712,3.623714822,36.35551611,14.81595388,25.70049763,3.314918812,0.057789964,2.146943277,1.167975536,0.036151055,7.200925852,0.184698491,58.29323641,389.5024778,0.016948197,1773.682998,508.3651123,"0.130316986",635.9609375,1144.32605,995.2009277,0.444248484,"0.130316986","0.293342557","1.799365311",NA,2029.034424,NA,115.5705114,"QUCO2",318.90368753,0.184698490599685,"9/16/2010",2010-09-16
